# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 4 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-4447
# Timestamp: Wed, 05-Jun-2024 22:59:31
Gene ID	Gene Name	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant' .foldChange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant'.pValue	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type' .foldChange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type'.pValue	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide' .foldChange	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide'.pValue	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide' .foldChange	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide'.pValue
AT1G50410	CHR28			-0.2	0.818238183086976	-0.1	0.999982111190236	0.1	0.999602131988726
AT1G50420	SCL3	0.3	0.999905277372085	0.1	0.934147997632482			0.2	0.92597729439332
AT1G50430	DWF5	0.1	0.999905277372085	0.1	0.852906689199283	0.1	0.999982111190236	0.1	0.999602131988726
AT1G50440	AT1G50440	-0.1	0.999905277372085	-0.2	0.84681886042685			0.1	0.999602131988726
AT1G50450	AT1G50450	-0.1	0.999905277372085	0.1	0.945432850120123	0.1	0.999982111190236		
AT1G50460	HKL1			-0.1	0.803648485502522			0.1	0.999602131988726
AT1G50480	THFS	0.1	0.999905277372085					0.1	0.999602131988726
AT1G50490	UBC20			0.5	0.374577300407472	0.1	0.999982111190236	-0.5	0.038320292022176
AT1G50510	AT1G50510			0.1	0.83832887780045			-0.1	0.999602131988726
AT1G50520	CYP705A27	0.1	0.999905277372085	0.2	0.86139897762369				
AT1G50560	CYP705A25	0.3	0.999905277372085	0.2	0.898266078937347			0.3	0.999602131988726
AT1G50570	AT1G50570			-0.1	0.799299913289208			0.1	0.999602131988726
AT1G50575	AT1G50575	0.1	0.999905277372085	0.3	0.202747351003295	0.1	0.999982111190236	-0.1	0.999602131988726
AT1G50580	UGT79B5	0.2	0.999905277372085						
AT1G50590	AT1G50590	-0.4	0.999905277372085	-0.5	0.37837337713636			0.1	0.999602131988726
AT1G50600	SCL5			-0.3	0.573216755801421	-0.1	0.999982111190236	0.2	0.999602131988726
AT1G50630	AT1G50630	-0.2	0.999905277372085	-0.4	0.407430133146794	-0.1	0.999982111190236	0.1	0.999602131988726
AT1G50640	ERF3	-0.1	0.999905277372085	-0.3	0.640635584146994			0.3	0.934306502638684
AT1G50670	AT1G50670			0.1	0.767056653514328			-0.1	0.999602131988726
AT1G50700	CPK33			-0.1	0.863775846419743	-0.1	0.999982111190236		
AT1G50710	AUG4	-0.1	0.999905277372085	0.1	0.912487756161817			-0.2	0.930615413622818
AT1G50730	AT1G50730			-0.2	0.666614306149385	-0.1	0.999982111190236	0.1	0.999602131988726
AT1G50732	AT1G50732	-0.2	0.999905277372085					-0.1	0.999602131988726
AT1G50740	FAX5	0.3	0.999905277372085					0.4	0.655303828652701
AT1G50745	AT1G50745			0.4	0.505449165941521			-0.3	0.999602131988726
AT1G50750	AT1G50750	0.1	0.999905277372085	0.1	0.908792104338071			-0.1	0.999602131988726
AT1G50770	AT1G50770	-0.2	0.999905277372085						
AT1G50790	AT1G50790	-0.2	0.999905277372085	-0.2	0.852081083070133				
AT1G50820	AT1G50820	0.3	0.999905277372085						
AT1G50830	AT1G50830			0.1	0.93752142086005				
AT1G50840	POLGAMMA2	0.1	0.999905277372085	0.1	0.90237462913334	0.1	0.999982111190236	0.1	0.999602131988726
AT1G50890	TOR1L1	-0.3	0.999905277372085	-0.2	0.793492233802791				
AT1G50900	LTD			0.1	0.928327983444247			-0.1	0.999602131988726
AT1G50910	AT1G50910			-0.1	0.97295889297301	-0.1	0.999982111190236		
AT1G50920	AT1G50920	0.1	0.999905277372085	0.2	0.577613613319026			-0.1	0.999602131988726
AT1G50940	ETFA			-0.2	0.590373319095027			0.2	0.745774490493982
AT1G50950	AT1G50950	-0.1	0.999905277372085	0.1	0.915450784329333			-0.2	0.970697664441799
AT1G50970	AT1G50970	-0.4	0.999905277372085	-0.6	0.190400515230519	-0.1	0.999982111190236		
AT1G51055	AT1G51055	-0.3	0.999905277372085					-0.2	0.999602131988726
AT1G51060	HTA10			0.5	0.231279257796907	0.1	0.999982111190236	-0.3	0.864517031693325
AT1G51070	bHLH115	0.1	0.999905277372085	0.1	0.88805750579486	0.1	0.999982111190236	0.2	0.984664019783061
AT1G51080	AT1G51080	-0.1	0.999905277372085	0.3	0.736265412693909	0.1	0.999982111190236	-0.2	0.999602131988726
AT1G51090	AT1G51090	-0.2	0.999905277372085	-0.3	0.735120073198647			0.1	0.999602131988726
AT1G51100	AT1G51100			0.4	0.385010567204957	0.1	0.999982111190236	-0.3	0.999602131988726
AT1G51110	PAP12	-0.2	0.999905277372085	-0.1	0.968987887397822	0.1	0.999982111190236		
AT1G51130	NSE4A	-0.1	0.999905277372085	-0.2	0.825073830974802				
AT1G51140	BHLH122	-0.3	0.999905277372085	-0.2	0.856644252913635			-0.1	0.999602131988726
AT1G51160	AT1G51160	0.1	0.999905277372085					0.1	0.999602131988726
AT1G51170	UNC	0.2	0.999905277372085			-0.1	0.999982111190236	-0.1	0.999602131988726
AT1G51190	PLT2	0.1	0.999905277372085						
AT1G51200	SAP2	-0.2	0.999905277372085	-0.4	0.186245754767404	-0.1	0.999982111190236	0.1	0.999602131988726
AT1G51270	AT1G51270	0.4	0.999905277372085			-0.1	0.999982111190236	0.3	0.999602131988726
AT1G51310	AT1G51310	-0.1	0.999905277372085	0.2	0.788973605848872	0.1	0.999982111190236	-0.2	0.999602131988726
AT1G51340	DTX42	-0.3	0.999905277372085	-0.3	0.548189258210745	-0.2	0.999982111190236	-0.1	0.999602131988726
AT1G51350	AT1G51350							0.1	0.999602131988726
AT1G51355	SMR9			-0.2	0.876746247645649	-0.1	0.999982111190236	-0.1	0.999602131988726
AT1G51370	AT1G51370			-0.2	0.813058119652587	-0.1	0.999982111190236	0.1	0.999602131988726
AT1G51380	RH34	0.1	0.999905277372085	0.7	0.153010586513259	-0.1	0.999982111190236	-0.7	0.08677897910839
AT1G51390	NIFU5	0.1	0.999905277372085	0.1	0.928376133173531	0.1	0.999982111190236	0.1	0.999602131988726
AT1G51400	AT1G51400	-0.3	0.999905277372085	-0.2	0.855106752822147				
AT1G51405	AT1G51405	-0.2	0.999905277372085	-0.3	0.636451535540784			-0.1	0.999602131988726
AT1G51420	ATSPP1	0.1	0.999905277372085	-0.2	0.807501529675396			0.3	0.920479787332741
AT1G51430	AT1G51430	-0.3	0.999905277372085	-0.5	0.3294576485082	-0.1	0.999982111190236		
AT1G51440	AT1G51440	-0.7	0.609491274988793	-0.2	0.806413451255001			-0.3	0.984664019783061
AT1G51450	TRO			0.1	0.956787915558539				
AT1G51460	ABCG13			0.2	0.821949432707641			-0.3	0.937607680085123
AT1G51470	TGG5	-0.1	0.999905277372085						
AT1G51500	ABCG12	-0.4	0.600131629430352	-0.3	0.455004037892335				
AT1G51510	Y14			0.2	0.630173959016868			-0.2	0.99326944389119
AT1G51520	AT1G51520	-0.4	0.999905277372085	-0.2	0.78610309284239			-0.1	0.999602131988726
AT1G51530	AT1G51530	-0.2	0.999905277372085						
AT1G51538	AT1G51538	-0.4	0.999905277372085	0.3	0.72203595333201	0.1	0.999982111190236	-0.4	0.800236373202021
AT1G51540	AT1G51540	0.1	0.999905277372085	0.1	0.852081083070133				
AT1G51550	AT1G51550	-0.2	0.999905277372085	-0.2	0.739077700105415			0.1	0.999602131988726
AT1G51570	AT1G51570			0.1	0.937994269896503				
AT1G51580	AT1G51580			0.1	0.953694469269968				
AT1G51590	MNS1	0.1	0.999905277372085	0.1	0.805960993605004			-0.1	0.999602131988726
AT1G51600	GATA28			-0.1	0.927636189272826	-0.1	0.999982111190236		
AT1G51610	MTPC4	0.1	0.999905277372085	0.1	0.925888994015831				
AT1G51620	AT1G51620	0.9	0.19396373315962	0.5	0.437690319151483			0.3	0.952152916580473
AT1G51630	MSR2							-0.1	0.999602131988726
AT1G51645	AT1G51645	0.1	0.999905277372085						
AT1G51650	AT1G51650	0.1	0.999905277372085	0.3	0.290947992614682			-0.1	0.999602131988726
AT1G51660	MKK4	0.4	0.599429675831015	0.3	0.442973807711489			0.1	0.999602131988726
AT1G51670	HTT5			0.5	0.463884811998207	0.1	0.999982111190236	-0.1	0.999602131988726
AT1G51680	4CL1	0.2	0.999905277372085	0.1	0.928907433570194			0.1	0.999602131988726
AT1G51690	ATB ALPHA	-0.1	0.999905277372085	-0.2	0.407891806590863			0.1	0.999602131988726
AT1G51700	DOF1.7	0.3	0.999905277372085	-0.1	0.961112141496606			0.4	0.561304784199392
AT1G51710	UBP6	0.1	0.999905277372085	0.3	0.610938350848347	0.1	0.999982111190236		
AT1G51720	AT1G51720			-0.1	0.934258430838003	-0.1	0.999982111190236		
AT1G51730	AT1G51730	-0.1	0.999905277372085						
AT1G51740	SYP81			-0.1	0.953076214782614				
AT1G51745	AT1G51745	-0.1	0.999905277372085					-0.1	0.999602131988726
AT1G51760	ILL4	0.6	0.86299725075524	0.1	0.942515699941675	0.1	0.999982111190236	0.5	0.634490653217693
AT1G51770	AT1G51770	-0.1	0.999905277372085						
AT1G51790	AT1G51790			0.6	0.306178605875892	-0.1	0.999982111190236	0.2	0.999602131988726
AT1G51800	IOS1			0.7	0.261178408369787			0.3	0.999602131988726
AT1G51805	AT1G51805	-0.1	0.999905277372085	-0.1	0.833321233270459				
AT1G51820	AT1G51820			0.7	0.175512047447078	-0.1	0.999982111190236		
AT1G51830	AT1G51830	0.2	0.999905277372085	-0.4	0.657670967750323	0.1	0.999982111190236	1.0	0.0312807023319372
AT1G51840	AT1G51840	0.2	0.999905277372085			0.1	0.999982111190236	0.4	0.874516616925679
AT1G51850	AT1G51850			0.7	0.261178408369787			0.3	0.999602131988726
AT1G51860	AT1G51860			0.6	0.332139889416839	0.1	0.999982111190236	0.3	0.999602131988726
AT1G51870	AT1G51870	0.1	0.999905277372085						
AT1G51880	RHS6	0.1	0.999905277372085						
AT1G51890	AT1G51890	0.9	0.149918654422574	0.5	0.475295418985348			0.4	0.843372802007293
AT1G51900	AT1G51900	0.1	0.999905277372085			-0.1	0.999982111190236		
AT1G51913	AT1G51913	0.6	0.891637973948856	0.5	0.465437525226034			0.3	0.999602131988726
AT1G51915	AT1G51915	0.6	0.877170595817488	0.2	0.841102919955815			0.4	0.875271433234252
AT1G51920	AT1G51920	0.2	0.999905277372085	-0.1	0.959551340160885			0.2	0.999602131988726
AT1G51940	LYK3	-0.1	0.999905277372085	-0.1	0.960182620453801				
AT1G51950	IAA18	-0.2	0.999905277372085	-0.3	0.619411424966539			0.1	0.999602131988726
AT1G51960	IQD27			0.1	0.910918780318332			-0.2	0.999602131988726
AT1G51965	ABO5			0.1	0.878087301691908			-0.1	0.999602131988726
AT1G51980	AT1G51980	0.2	0.999905277372085	0.4	0.242252802103649			-0.1	0.964872638624738
AT1G52000	JAL5	0.2	0.999905277372085	-0.2	0.785772780027217			0.4	0.927139855107951
AT1G52030	F-ATMBP	0.3	0.999905277372085	0.3	0.688214997123925	0.1	0.999982111190236	0.1	0.999602131988726
AT1G52040	MBP1	0.4	0.999905277372085	0.2	0.87511480957617	0.1	0.999982111190236	0.3	0.999602131988726
AT1G52050	JAL8	-0.1	0.999905277372085						
AT1G52080	AR791	-0.3	0.999905277372085	-0.2	0.835424569689367				
AT1G52100	AT1G52100	-0.3	0.999905277372085	-0.1	0.930293709756684	0.1	0.999982111190236	0.1	0.999602131988726
AT1G52110	AT1G52110	0.5	0.999905277372085					0.3	0.999602131988726
AT1G52140	AT1G52140			-0.3	0.644615476994527	-0.1	0.999982111190236	0.1	0.999602131988726
AT1G52150	ATHB-15	-0.2	0.999905277372085			-0.1	0.999982111190236	-0.3	0.84350706564031
AT1G52155	AT1G52155	-0.2	0.999905277372085	-0.2	0.765193272723238			0.1	0.999602131988726
AT1G52160	TRZ3	0.1	0.999905277372085	0.4	0.340808412578967			-0.3	0.767522024301801
AT1G52190	NPF1.2	0.2	0.999905277372085	-0.3	0.679448988291657	-0.2	0.999982111190236	0.1	0.999602131988726
AT1G52191	AT1G52191	0.1	0.999905277372085						
AT1G52200	PCR8	1.0	0.130409879529254	0.5	0.513287715908049			0.3	0.999602131988726
AT1G52220	CURT1C	-0.1	0.999905277372085	0.1	0.965034361329021			-0.2	0.874516616925679
AT1G52230	PSAH2	-0.2	0.999905277372085					-0.2	0.999602131988726
AT1G52240	ROPGEF11	-0.1	0.999905277372085	-0.1	0.972557556357247				
AT1G52245	AT1G52245	-0.1	0.999905277372085	-0.2	0.899234952985679			0.2	0.999602131988726
AT1G52260	PDIL1-5	-0.1	0.999905277372085	0.1	0.952373680455727	0.1	0.999982111190236		
AT1G52270	AT1G52270	0.2	0.999905277372085	0.2	0.856995195334341			0.1	0.999602131988726
AT1G52280	RABG3D	0.1	0.999905277372085	0.2	0.610247256182251	0.1	0.999982111190236		
AT1G52290	PERK15	0.1	0.999905277372085	0.3	0.57847650906583	0.1	0.999982111190236	-0.1	0.999602131988726
AT1G52300	RPL37B	0.1	0.999905277372085	0.4	0.505449165941521			-0.3	0.615845916902769
AT1G52310	AT1G52310	-0.1	0.999905277372085	-0.1	0.944422290597514			-0.1	0.999602131988726
AT1G52315	AT1G52315			-0.3	0.735463597459977	-0.2	0.999982111190236		
AT1G52320	AT1G52320	-0.1	0.999905277372085	-0.2	0.678397356987621			0.1	0.999602131988726
AT1G52330	AT1G52330	0.6	0.724399475769081	0.1	0.904310373917313	-0.1	0.999982111190236		
AT1G52340	ABA2	-0.2	0.999905277372085	-0.2	0.832409017925799			0.1	0.999602131988726
AT1G52342	AT1G52342	-0.2	0.999905277372085					-0.1	0.999602131988726
AT1G52343	AT1G52343	0.3	0.999905277372085	-0.1	0.910014687573014	-0.1	0.999982111190236	0.1	0.999602131988726
AT1G52347	AT1G52347	-0.2	0.999905277372085	-0.3	0.737038523228433				
AT1G52360	AT1G52360	0.1	0.999905277372085	0.1	0.64918376664373			-0.1	0.999602131988726
AT1G52370	AT1G52370					0.1	0.999982111190236		
AT1G52380	NUP50A			0.2	0.643703013982556			-0.1	0.999602131988726
AT1G52400	BGLU18	0.3	0.999905277372085	0.6	0.32589909277105			-0.1	0.999602131988726
AT1G52410	TSA1	0.1	0.999905277372085	0.5	0.355282378011549	0.1	0.999982111190236	-0.2	0.999602131988726
AT1G52420	AT1G52420	0.1	0.999905277372085						
AT1G52430	AT1G52430	-0.2	0.999905277372085	0.1	0.925180780653925			-0.3	0.984664019783061
AT1G52450	AT1G52450	-0.5	0.999905277372085					-0.5	0.536952637073595
AT1G52500	FPG1	-0.2	0.999905277372085					-0.2	0.999602131988726
AT1G52510	AT1G52510	-0.2	0.999905277372085	-0.2	0.736971454175531	0.1	0.999982111190236	0.2	0.909203291450057
AT1G52520	FRS6	-0.2	0.999905277372085	-0.1	0.818023779415876			-0.1	0.999602131988726
AT1G52530	AT1G52530	-0.2	0.999905277372085					-0.3	0.999602131988726
AT1G52540	AT1G52540	-0.1	0.999905277372085	-0.2	0.835125724063928	-0.1	0.999982111190236	-0.1	0.999602131988726
AT1G52550	AT1G52550			-0.1	0.904851567984289			0.1	0.999602131988726
AT1G52560	HSP26.5	-0.9	0.246140102544025	-0.2	0.61115495325539				
AT1G52565	AT1G52565	0.1	0.999905277372085	-0.1	0.922026998397339			0.1	0.999602131988726
AT1G52570	PLDALPHA2	-0.3	0.999905277372085	-0.2	0.903901838303862			-0.1	0.999602131988726
AT1G52590	AT1G52590	-0.1	0.999905277372085	-0.1	0.957744541769268				
AT1G52600	AT1G52600	0.1	0.999905277372085	0.3	0.273048130286875	0.1	0.999982111190236	-0.2	0.999602131988726
AT1G52615	AT1G52615	0.1	0.999905277372085						
AT1G52618	AT1G52618			-0.2	0.858322213517167			0.3	0.9654159100667
AT1G52620	AT1G52620			0.1	0.911071680015132	0.1	0.999982111190236	0.1	0.999602131988726
AT1G52630	OFUT13	-0.1	0.999905277372085					-0.1	0.999602131988726
AT1G52640	AT1G52640	-0.2	0.999905277372085	0.1	0.967154014117394			-0.2	0.999602131988726
AT1G52650	AT1G52650	-0.2	0.999905277372085	-0.2	0.849454349275614				
AT1G52660	AT1G52660	0.2	0.999905277372085						
AT1G52670	AT1G52670	0.1	0.999905277372085	0.3	0.660636086792363	0.1	0.999982111190236	-0.1	0.999602131988726
AT1G52690	LEA7	-0.7	0.600131629430352	-1.0	0.0177686257872026			0.5	0.745774490493982
AT1G52700	AT1G52700	-0.2	0.999905277372085					-0.2	0.999602131988726
AT1G52710	AT1G52710	-0.2	0.999905277372085	-0.2	0.733004217098807				
AT1G52720	AT1G52720	0.1	0.999905277372085			-0.1	0.999982111190236	-0.1	0.999602131988726
AT1G52730	AT1G52730	0.1	0.999905277372085	0.2	0.667910545938168			-0.1	0.999602131988726
AT1G52740	HTA9			-0.2	0.747333345756548	-0.1	0.999982111190236	0.1	0.999602131988726
AT1G52750	AT1G52750	-0.3	0.999905277372085					-0.3	0.871967209676675
AT1G52760	CSE	0.3	0.999905277372085	0.2	0.848529643023995			0.1	0.999602131988726
AT1G52770	AT1G52770	0.2	0.999905277372085	0.5	0.413198937936368	0.1	0.999982111190236		
AT1G52780	AT1G52780	0.1	0.999905277372085	0.2	0.688417090383061	0.1	0.999982111190236		
AT1G52790	AT1G52790	-0.1	0.999905277372085						
AT1G52800	AT1G52800	0.5	0.999905277372085	0.2	0.814314783446442			0.2	0.999602131988726
AT1G52820	AT1G52820	-0.2	0.999905277372085	-0.2	0.835125724063928	0.1	0.999982111190236	0.1	0.999602131988726
AT1G52825	AT1G52825	0.1	0.999905277372085	0.2	0.662197641683381	-0.1	0.999982111190236	-0.2	0.991542277593999
AT1G52827	CDT1	-0.1	0.999905277372085	-0.2	0.876746247645649			0.1	0.999602131988726
AT1G52830	IAA6	-0.1	0.999905277372085	0.1	0.958362909803813				
AT1G52855	AT1G52855	-0.1	0.999905277372085	-0.8	0.114811960575975	-0.1	0.999982111190236		
AT1G52870	AT1G52870			-0.2	0.736792627888132			0.2	0.976235520896026
AT1G52880	NAC018					0.1	0.999982111190236	0.1	0.999602131988726
AT1G52890	NAC019	0.5	0.999905277372085	-0.7	0.235211697951898				
AT1G52905	AT1G52905	0.1	0.999905277372085	0.1	0.850409882967863	-0.1	0.999982111190236	-0.1	0.999602131988726
AT1G52910	AT1G52910	-0.1	0.999905277372085	-0.1	0.971185023761583	-0.1	0.999982111190236	-0.1	0.999602131988726
AT1G52920	GCR2	-0.2	0.999905277372085	0.2	0.807055584773121			-0.3	0.949335061874678
AT1G52930	BRIX1-2	0.1	0.999905277372085	0.6	0.0350889246927498			-0.4	0.625891461498267
AT1G52980	NUG2			0.2	0.52386881340203			-0.1	0.999602131988726
AT1G52990	AT1G52990			-0.3	0.676453790232565			0.3	0.999602131988726
AT1G53000	KDSB							0.1	0.999602131988726
AT1G53025	AT1G53025			-0.1	0.962221959133269				
AT1G53030	COX17-2	-0.1	0.999905277372085	-0.3	0.629556425786027			0.2	0.999602131988726
AT1G53035	AT1G53035	0.1	0.999905277372085	0.2	0.904851567984289				
AT1G53040	AT1G53040			0.3	0.758276800471316			-0.2	0.999602131988726
AT1G53050	AT1G53050			0.1	0.868481949676749	0.1	0.999982111190236		
AT1G53060	AT1G53060	0.1	0.999905277372085	0.2	0.888519776359652				
AT1G53070	AT1G53070	0.3	0.999905277372085	0.5	0.317698605194265			-0.1	0.999602131988726
AT1G53080	AT1G53080	0.9	0.121812166795815	0.4	0.485425224551014			0.2	0.999602131988726
AT1G53090	SPA4	-0.1	0.999905277372085	-0.1	0.952373680455727			0.1	0.999602131988726
AT1G53110	PPI4	-0.1	0.999905277372085	-0.2	0.803959256410138			0.1	0.999602131988726
AT1G53120	AT1G53120	-0.1	0.999905277372085	0.1	0.874214232868856	0.1	0.999982111190236	-0.1	0.999602131988726
AT1G53140	DRP5A	0.1	0.999905277372085	0.4	0.619773206960517			-0.4	0.06147158194499
AT1G53160	SPL4	-0.7	0.241728877531734	-0.3	0.783784317725184	-0.1	0.999982111190236	-0.2	0.999602131988726
AT1G53163	AT1G53163	0.1	0.999905277372085	-0.4	0.635770500890031	-0.1	0.999982111190236	0.2	0.999602131988726
AT1G53165	ATMAP4K ALPHA1	-0.1	0.999905277372085	-0.2	0.767056653514328				
AT1G53170	ERF8	0.1	0.999905277372085	-0.3	0.673114501942439			0.4	0.412280862652309
AT1G53180	AT1G53180	0.6	0.737240308085452			-0.1	0.999982111190236	0.3	0.999602131988726
AT1G53190	AT1G53190	-0.1	0.999905277372085	-0.3	0.401970561201777			0.2	0.988187142755231
AT1G53200	AT1G53200	-0.1	0.999905277372085						
AT1G53210	NCL			-0.3	0.517399838803339			0.2	0.742677702723982
AT1G53230	TCP3	-0.2	0.999905277372085	-0.3	0.771105830314412			0.2	0.999602131988726
AT1G53233	AT1G53233	-0.2	0.999905277372085	-0.2	0.899234952985679				
AT1G53240	mMDH1	0.2	0.999905277372085	0.5	0.210057209397869	0.1	0.999982111190236	-0.1	0.999602131988726
AT1G53250	AT1G53250	-0.1	0.999905277372085					-0.1	0.999602131988726
AT1G53260	AT1G53260	0.2	0.999905277372085						
AT1G53270	ABCG10			-0.2	0.868895382301618			0.1	0.999602131988726
AT1G53290	B3GALT14	-0.1	0.999905277372085					-0.1	0.999602131988726
AT1G53300	TTL1			0.1	0.855461796910178			-0.1	0.999602131988726
AT1G53310	PPC1	0.2	0.839860174733957	0.2	0.467785531776061			0.1	0.999602131988726
AT1G53320	TULP7	-0.2	0.999905277372085	-0.4	0.381139656773921			0.3	0.0993588157373933
AT1G53330	AT1G53330	0.1	0.999905277372085	0.2	0.855461796910178			-0.1	0.999602131988726
AT1G53340	AT1G53340	0.6	0.770142437888297	0.2	0.805392403386531	-0.1	0.999982111190236	0.1	0.999602131988726
AT1G53345	AT1G53345	0.2	0.999905277372085	0.2	0.775678014805114	-0.1	0.999982111190236	-0.3	0.761845246218018
AT1G53350	RPP8L2	0.1	0.999905277372085	-0.1	0.907009114706265			0.2	0.999602131988726
AT1G53380	AT1G53380	0.1	0.999905277372085	0.1	0.876746247645649				
AT1G53390	ABCG24	0.1	0.999905277372085					0.1	0.999602131988726
AT1G53400	AT1G53400	-0.1	0.999905277372085	-0.3	0.637729559251497	-0.1	0.999982111190236	0.2	0.999602131988726
AT1G53410	AT1G53410			-0.4	0.670153373993208			0.2	0.999602131988726
AT1G53430	AT1G53430	0.5	0.50028519209175			-0.1	0.999982111190236	0.4	0.347507848181174
AT1G53440	AT1G53440	0.2	0.999905277372085					0.2	0.61991285492392
AT1G53450	AT1G53450	-0.2	0.999905277372085	-0.3	0.793717712613946				
AT1G53460	AT1G53460	-0.1	0.999905277372085	0.3	0.595933989348955			-0.3	0.299921213566813
AT1G53470	MSL4	-0.1	0.999905277372085	-0.4	0.577251000475254			0.3	0.999602131988726
AT1G53490	HEI10	-0.1	0.999905277372085	0.3	0.611936029313472	-0.5	0.0736092138132735	-1.1	1.69227247679287E-5
AT1G53500	RHM2	0.1	0.999905277372085	0.2	0.846900649176289			-0.1	0.999602131988726
AT1G53510	MPK18	-0.1	0.999905277372085	-0.1	0.880986862326889				
AT1G53520	FAP3	-0.1	0.999905277372085	0.1	0.882360957857255	0.1	0.999982111190236	-0.1	0.999602131988726
AT1G53530	AT1G53530			0.2	0.635770500890031			-0.1	0.999602131988726
AT1G53540	HSP17.6C	-0.2	0.999905277372085	-0.3	0.652179335609763				
AT1G53542	AT1G53542	-0.2	0.999905277372085					-0.2	0.999602131988726
AT1G53560	AT1G53560	-0.2	0.999905277372085	-0.2	0.583915112845953				
AT1G53570	MAPKKK3			-0.1	0.805075309117936			0.2	0.973479187857311
AT1G53580	GLY3			-0.4	0.247374704931204	-0.1	0.999982111190236	0.3	0.573856496306861
AT1G53590	NTMC2T6.1			-0.1	0.894498168555192			0.1	0.999602131988726
AT1G53600	PCMP-E63			0.2	0.772424774363448			-0.2	0.999602131988726
AT1G53625	AT1G53625	0.9	0.177635377391244	0.3	0.683595219529794	0.1	0.999982111190236	0.4	0.914104415046978
AT1G53633	AT1G53633	0.5	0.999905277372085	-0.1	0.970526404543991			0.3	0.936190638948234
AT1G53635	AT1G53635	-0.1	0.999905277372085						
AT1G53640	AT1G53640	0.1	0.999905277372085						
AT1G53645	AT1G53645	0.2	0.999905277372085	0.5	0.202747351003295			-0.3	0.887013347762443
AT1G53650	CID8	-0.1	0.999905277372085	0.1	0.853626417802044	0.1	0.999982111190236	-0.1	0.999602131988726
AT1G53660	AT1G53660	-0.1	0.999905277372085						
AT1G53670	MSRB1					0.1	0.999982111190236	0.2	0.996096911736897
AT1G53680	GSTU28	-0.1	0.999905277372085						
AT1G53690	AT1G53690	0.2	0.999905277372085	0.1	0.933180086008765			-0.1	0.999602131988726
AT1G53700	WAG1	0.2	0.999905277372085	0.4	0.620880967525384			-0.2	0.999602131988726
AT1G53720	CYP59	-0.2	0.999905277372085	0.1	0.947816471008152			-0.2	0.999602131988726
AT1G53730	SRF6			0.1	0.928907433570194				
AT1G53750	RPT1A	0.1	0.999905277372085	0.2	0.805357664790702				
AT1G53760	AT1G53760	0.1	0.999905277372085	0.2	0.849854499029177			-0.1	0.999602131988726
AT1G53770	AT1G53770	-0.1	0.999905277372085						
AT1G53780	AT1G53780	-0.4	0.999905277372085	-0.6	0.215152630724108	-0.1	0.999982111190236	0.1	0.999602131988726
AT1G53790	AT1G53790	-0.2	0.999905277372085	-0.3	0.547362012105685			0.1	0.999602131988726
AT1G53800	AT1G53800			0.1	0.932792168807668			-0.1	0.999602131988726
AT1G53830	PME2	-0.2	0.999905277372085	-0.2	0.866064166308088	0.1	0.999982111190236	0.4	0.82583474708049
AT1G53840	PME1			-0.1	0.889020079770751			0.1	0.999602131988726
AT1G53850	PAE1	0.1	0.999905277372085	0.2	0.756077174739617			-0.1	0.999602131988726
AT1G53860	AT1G53860	-0.1	0.999905277372085	0.1	0.971185023761583			-0.1	0.999602131988726
AT1G53887	AT1G53887	0.2	0.999905277372085	0.1	0.969247860645135			-0.1	0.999602131988726
AT1G53890	AT1G53890	-0.1	0.999905277372085						
AT1G53910	RAP2-12	0.3	0.987587141488889			-0.1	0.999982111190236	0.2	0.84350706564031
AT1G53920	GLIP5	0.7	0.582046543036933	0.5	0.292726045731968			0.2	0.999602131988726
AT1G53940	GLIP2	0.1	0.999905277372085	0.1	0.902503768907625	0.1	0.999982111190236	0.1	0.999602131988726
AT1G53950	AT1G53950	0.2	0.999905277372085						
AT1G53990	GLIP3			-0.2	0.805618912193117	-0.1	0.999982111190236		
AT1G54000	GLL22	0.6	0.802601686502859	0.1	0.967154014117394	0.1	0.999982111190236	0.7	0.259740460509683
AT1G54010	GLL23	0.2	0.999905277372085	0.2	0.833922881359268			0.1	0.999602131988726
AT1G54020	AT1G54020			0.1	0.969406487617129			0.2	0.999602131988726
AT1G54030	MVP1	0.2	0.999905277372085	0.1	0.913234345562211			0.1	0.999602131988726
AT1G54040	ESP	-0.1	0.999905277372085	0.5	0.466800030043041	0.2	0.999982111190236	-0.1	0.999602131988726
AT1G54050	HSP17.4B	-0.2	0.999905277372085	0.1	0.95126481027281			-0.2	0.999602131988726
AT1G54060	ASIL1	-0.1	0.999905277372085					-0.1	0.999602131988726
AT1G54090	ATEXO70D2	0.1	0.999905277372085					0.2	0.999602131988726
AT1G54095	AT1G54095	-0.1	0.999905277372085			0.1	0.999982111190236		
